Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
ODYC,ODYNE CORP,Pink No Information,0.001700,-41.379300,20000,Common Stock,USA,New York
EVCC,ENVIRONMENTAL CTRL CORP,Pink No Information,0.017000,-15.000000,102193,Common Stock,USA,New York
PNNB,PINNACLE BANK OF OREGON,Pink No Information,0.006000,,0,Common Stock,USA,Oregon
VPTV,VIDEOPROPULSION I/TV INC,Pink No Information,0.000100,,0,Common Stock,USA,Wisconsin
CSGH,CHINA SUN GRP HIGH-TCH CO,Pink No Information,0.004500,,0,Common Stock,China,
SGTB,SUGGESTION BOX INC,Pink No Information,0.001400,,0,Common Stock,USA,Arizona
OEDVQ,OSAGE EXPL & DEV INC,Pink No Information,0.001940,,0,Common Stock,USA,California
NNRI,NNRF INC,Pink No Information,0.004000,,0,Common Stock,USA,California
XCPT,XCANA PETROLEUM CORP,Pink No Information,0.005100,,0,Common Stock,USA,Texas
IMKI,IMMEDIATEK INC,Pink No Information,0.010300,,0,Common Stock,USA,Texas
WWII,WORLD OF WIRELESS INTL,Pink No Information,0.005000,,0,Common Stock,USA,California
TXIC,TONGXIN INTERNATIONAL LTD,Pink No Information,0.018400,,0,Common Stock,China,
INBI,INFUSION BRANDS INTL INC,Pink No Information,0.003200,,0,Common Stock,USA,Florida
AFML,AEROFOAM METALS INC,Pink No Information,0.001700,0.000000,334400,Common Stock,Canada,Ontario
SYVN,SYCAMORE VENTURES INC,Pink No Information,0.001400,,0,Common Stock,USA,California
CRJI,CHINA RUNJI CEMENT INC,Pink No Information,0.020000,,0,Common Stock,China,
CPWY,CLEAN ENERGY PATHWAYS INC,Pink No Information,0.003700,-5.612200,3000,Common Stock,USA,Wyoming
MOPN,MOP ENVIRONMENTAL SLTNS,Pink No Information,0.000700,,0,Common Stock,USA,Connecticut
TSRR,TRADESTAR RES CORP,Pink No Information,0.004000,,0,Common Stock,USA,Texas
WOWI,METRO ONE TELECOMMUNS INC,Pink No Information,0.007560,,0,Common Stock,USA,Oregon
SOPK,SOUTHPEAK INTERACTIVE CRP,Pink No Information,0.003000,,0,Common Stock,USA,Virginia
GSML,G&S MINERALS INC,Pink No Information,0.002000,,0,Common Stock,USA,Nevada
UPCO,UNIVERSAL POTASH CORP,Pink No Information,0.001700,0.000000,65000,Common Stock,USA,Ohio
CMFV,COMF5 INTERNATIONAL INC,Pink No Information,0.001600,,0,Common Stock,USA,Nevada
CBPI,CHINA BOTANIC PHARMS INC,Pink No Information,0.010000,,24,Common Stock,China,
SAKH,SAKHA ENTERPRISES CORP,Pink No Information,0.007500,,0,Common Stock,USA,Nevada
SPXP,SPIRIT EXPLORATION INC,Pink No Information,0.002400,14.285700,100,Common Stock,Canada,British Columbia
DFTC,DEFENTECT GROUP INC,Pink No Information,0.003000,,0,Common Stock,USA,Connecticut
AGGI,ALLIED ENERGY INC,Pink No Information,0.003100,,0,Common Stock,USA,Kentucky
SYBF,SYNTEC BIOFUEL INC,Pink No Information,0.006000,,0,Common Stock,Canada,British Columbia
SVNJ,727 COMMUNS INC,Pink No Information,0.001800,,0,Common Stock,USA,Oregon
NWCI,NEWCARDIO INC,Pink No Information,0.000900,,0,Common Stock,USA,New Jersey
GRPS,GOLD RIVER PRODS INC,Pink No Information,0.002000,-4.761900,186392,Common Stock,USA,Colorado
RNGG,RENO GOLD CORP,Pink No Information,0.006350,,0,Common Stock,Canada,Ontario
SKRJ,SILK ROAD ENTMT INC,Pink Current,0.010000,,0,Common Stock,USA,Nevada
MBLV,MOBIVENTURES INC,Pink No Information,0.008000,,0,Common Stock,United Kingdom,England
XENO,XENO TRANSPLANTS CORP,Pink No Information,0.004000,33.333300,34700,Common Stock,USA,Massachusetts
NWUC,NATIONWIDE UTILITIES CORP,Pink No Information,0.001900,,0,Common Stock,Canada,British Columbia
HPIL,HPIL HOLDING,Pink No Information,0.000150,50.000000,361498132,Common Stock,USA,Michigan
EIPC,ENABLE IPC CORP,Pink No Information,0.001000,,0,Common Stock,USA,California
CRWG,CROWDGATHER INC,Pink No Information,0.002900,-9.375000,78800,Common Stock,USA,California
GSPE,GULFSLOPE ENERGY INC,OTCQB,0.006000,0.000000,435112,Common Stock,USA,Texas
OFSI,OMNI FINCL SERVICES INC,Pink No Information,0.006000,,0,Common Stock,USA,Florida
CVHL,CV HOLDINGS INC,Pink No Information,0.005500,-21.428600,62466,Common Stock,USA,California
DGTW,DIGITALTOWN INC,Pink No Information,0.000250,0.000000,41339752,Common Stock,USA,Washington
GCYO,GOLD CANYON BANK (AZ),Pink No Information,0.005000,,0,Common Stock,USA,Arizona
DSCR,DISCOVERY MINERALS LTD,Pink Current,0.000250,0.000000,110202,Common Stock,USA,Nevada
ABKB,AMER BASKETBALL ASSN INC,Pink No Information,0.020000,,0,Common Stock,USA,Indiana
EVSP,ENVIRONMENTAL SVC PRO INC,Pink No Information,0.000400,,0,Common Stock,USA,California
HHSE,HANNOVER HOUSE INC,Pink No Information,0.008600,-19.626200,1294777,Common Stock,USA,Arkansas
NWPG,NEWPORT GOLD INC,Pink No Information,0.003800,52.000000,228338,Common Stock,Canada,Ontario
ULTRF,ULTRAPETROL (BAHAMAS) LTD,Pink No Information,0.002500,-32.432400,44480,Common Stock,Bahamas,
USBK,USA BANK (NY),Pink No Information,0.001700,,0,Common Stock,USA,New York
AXTG,AXIS TECHS GROUP INC,Pink No Information,0.001100,,0,Common Stock,USA,Nebraska
CCGY,CHINA CLEAN ENERGY INC,Pink No Information,0.005100,13.333300,20000,Common Stock,China,
CHME,CHINA MEDICINE CORP,Pink No Information,0.012400,,0,Common Stock,China,
MTRI,METRO INC,Pink Current,0.012750,,0,Common Stock,Hong Kong,
OJSY,OJSYS INC,Pink No Information,0.008000,,0,Common Stock,USA,California
SFWJ,SOFTWARE EFF SLTNS CORP,Pink No Information,0.001200,0.000000,1048,Common Stock,Philippines,
INCC,INTL CONSOL COS INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
REOS,REOSTAR ENERGY CORP,Pink No Information,0.002200,,0,Common Stock,USA,Texas
SLNM,SALON MEDIA GROUP INC,Pink No Information,0.017000,,8,Common Stock,USA,California
SSRC,SENTISEARCH INC,Pink No Information,0.002000,,0,Common Stock,USA,New York
UITA,UTILICRAFT AEROSPACE INDS,Pink No Information,0.000700,,0,Common Stock,USA,Texas
NWPN,NOW CORP,Pink Current,0.016500,6.451600,13936615,Common Stock,USA,Florida
CHGS,CHINA GENGSHENG MNRLS INC,Pink No Information,0.006700,,0,Common Stock,China,
LGTS,LIGHTSPACE CORP,Pink No Information,0.003500,,0,Common Stock,USA,Massachusetts
WSFGQ,WSB FINANCIAL GROUP INC,Pink No Information,0.000400,,0,Common Stock,USA,Washington
CDVIQ,CAL DIVE INTL INC DE,Pink No Information,0.000500,0.000000,2000,Common Stock,USA,Texas
BCAP,BARON CAPITAL ENTERPRISE,Pink No Information,0.000100,,0,Common Stock,USA,Florida
NFSE,NFINANSE INC,Pink No Information,0.001500,,0,Common Stock,USA,Florida
KALG,KAL ENERGY INC,Pink No Information,0.002000,,0,Common Stock,Indonesia,
KSSH,KESSELRING HOLDING CORP,Pink No Information,0.002700,-6.896600,100000,Common Stock,USA,Washington
NNYR,NORTHAMERICAN ENGY GP CRP,Pink No Information,0.000400,,0,Common Stock,USA,Texas
CICN,CICERO INC,Pink Current,0.007000,-22.222200,275,Common Stock,USA,North Carolina
WPUR,WATERPURE INTL INC,Pink No Information,0.000800,14.285700,5000,Common Stock,USA,Pennsylvania
STCO,STRATOCOMM CORP,Pink No Information,0.001000,0.000000,80000,Common Stock,USA,New York
JAMN,JAMMIN JAVA CORP,Pink No Information,0.000100,-33.333300,668687,Common Stock,USA,Colorado
TEXG,TERAX ENERGY INC,Pink No Information,0.005000,0.000000,900,Common Stock,USA,Texas
CMNT,CHINA MULANS NANO TECH,Pink No Information,0.006100,,0,Common Stock,USA,Florida
ITKH,ITEKNIK HOLDING CORP,Pink No Information,0.001000,,0,Common Stock,USA,Florida
ITNS,ITONIS INC,Pink Current,0.000700,,0,Common Stock,USA,California
LTTC,LATTICE INC,Pink No Information,0.001800,,0,Common Stock,USA,New Jersey
RDML,RED MILE ENTMT INC,Pink No Information,0.004200,,0,Common Stock,USA,California
VTXB,VORTEX BRANDS CO,Pink No Information,0.003400,-2.857100,1720300,Common Stock,USA,California
RDWD,REDWOOD GROUP INTL INC,Pink No Information,0.000100,,0,Common Stock,USA,California
AWWI,ALPHA WASTEWATER INC,Pink No Information,0.005700,,0,Common Stock,USA,Nevada
GEVI,GENERAL ENVIR MGMT INC,Pink No Information,0.005100,,0,Common Stock,USA,California
UECN,SHINER INTERNATIONAL INC,Pink No Information,0.020000,,0,Common Stock,China,
LBAS,LOCATION BASED TECHS INC,Pink No Information,0.002500,0.000000,46600,Common Stock,USA,California
CLTH,CLEAN TECH BIOFUELS INC,Pink No Information,0.008650,,0,Common Stock,USA,Missouri
WESC,W&E SOURCE CORP,Pink Current,0.002100,,0,Common Stock,USA,Delaware
HAZH,HAZ HOLDINGS INC,Pink No Information,0.001400,,0,Common Stock,USA,Washington
DIGI,DIGITILITI INC,Pink No Information,0.014000,-44.000000,2000,Common Stock,USA,Minnesota
FDTC,FNDS3000,Pink No Information,0.003300,,0,Common Stock,USA,Florida
LHGI,LIGHTHOUSE GLOGAL HLDGS,Pink Current,0.017500,,0,Common Stock,USA,Nevada
JUMT,JUMA TECHNOLOGY CORP,Pink No Information,0.002000,,0,Common Stock,USA,New York
WDRP,WANDERPORT CORP,Pink No Information,0.001800,-14.285700,1282000,Common Stock,USA,California
WGIH,WGI HOLDINGS INC,Pink No Information,0.000100,,0,Common Stock,USA,Nevada
HPTY,HEMP TECHNOLOGY INC,Pink Current,0.000950,-5.000000,4139312,Common Stock,USA,California
SOHL,SOUTHERN TR SECS HLDGS CP,Pink No Information,0.009300,,0,Common Stock,USA,Florida
IHTI,INTEGRATIVE HLTH TCHS INC,Pink No Information,0.011000,,0,Common Stock,USA,Texas
LNDT,LIANDI CLEAN TECH INC,Pink No Information,0.020000,,0,Common Stock,China,
CDSG,CHINA DONGSHENG INTL INC,Pink No Information,0.010000,,0,Common Stock,China,
BYOC,BEYOND COMMERCE INC,Pink Current,0.001400,27.272700,192358302,Common Stock,USA,Nevada
PPBV,PURPLE BEVERAGE CO INC,Pink No Information,0.000200,,0,Common Stock,USA,Florida
ABPR,AIRBORNE SEC & PROT SVCS,Pink No Information,0.000800,100.000000,112136,Common Stock,USA,Florida
CHSH,CHINA SHOE HOLDINGS INC,Pink No Information,0.000300,,0,Common Stock,Hong Kong,
MYRY,MYRIAD INTERACTIVE MEDIA,Pink No Information,0.001200,,5,Common Stock,Canada,Ontario
AVOI,ADVANCED VOICE RECOGNITN,Pink Current,0.019800,,0,Common Stock,USA,Arizona
UTDE,UNITED E&P INC,Pink No Information,0.003000,42.857100,116,Common Stock,USA,Texas
ICNM,ICON MEDIA HOLDINGS INC,Pink No Information,0.000100,,0,Common Stock,USA,North Carolina
TNKE,TANKE INC,Pink No Information,0.000700,16.666700,118500,Common Stock,USA,Nevada
ALKN,ALKANE INC,Pink No Information,0.003000,,0,Common Stock,USA,Maryland
SPLM,SENTRY PETROLEUM LTD,Pink No Information,0.002100,,0,Common Stock,Canada,British Columbia
AAPT,ALL AMERICAN PET CO INC,Pink No Information,0.000200,100.000000,50000,Common Stock,USA,California
CVAT,CAVITATION TECHS INC,OTCQB,0.016000,17.647100,668884,Common Stock,USA,California
SDSS,SUSPECT DETECTION SYS INC,Pink No Information,0.008400,-1.176500,6000,Common Stock,Israel,
CETG,CAPITAL CITY ENERGY GROUP,Pink No Information,0.004000,,0,Common Stock,USA,Ohio
FRHV,FRESH HARVEST PRODS INC,Pink No Information,0.000200,0.000000,500000,Common Stock,USA,New York
IFAM,INFRASTRUCTURE MATLS CORP,Pink No Information,0.001200,,0,Common Stock,USA,Nevada
KLGG,KLEGG ELECTRONICS INC,Pink No Information,0.000800,,0,Common Stock,USA,Nevada
SLNX,SOLANBRIDGE GROUP INC,Pink No Information,0.000500,-16.666700,15203499,Common Stock,USA,Texas
APRO,ALLEGIANT PROFESSNL B/S,Pink No Information,0.002650,10.416700,494500,Common Stock,USA,California
CFSU,COMPLETE FINCL SLTNS INC,Pink No Information,0.003500,0.000000,60000,Common Stock,USA,Washington
RBTI,RED BRANCH TECHS INC,Pink No Information,0.002300,,0,Common Stock,USA,Virginia
MYSL,MY SCREEN MOBILE INC,Pink No Information,0.003200,,0,Common Stock,Canada,Ontario
SIPN,SIPP INTL INDUSTRIES INC,Pink Current,0.015200,-7.878800,300000,Common Stock,USA,New York
BRZV,BREEZER VENTURES INC,Pink No Information,0.003000,,0,Common Stock,Panama,
RGDXQ,RESPONSE GENETICS INC,Pink No Information,0.002700,,0,Common Stock,USA,California
VIAP,VIA PHARMACEUTICALS INC,Pink No Information,0.006000,,0,Common Stock,USA,California
AURI,AURI INC,Pink Current,0.002200,37.500000,10394445,Common Stock,USA,Texas
EATR,EASTERN ASTERIA INC,Pink No Information,0.000450,-10.000000,2840000,Common Stock,USA,Florida
ELCR,ELECTRIC CAR CO INC,Pink No Information,0.000100,0.000000,6446500,Common Stock,USA,Missouri
RYMM,ROYAL MINES & MNRLS CORP,Pink No Information,0.002200,,0,Common Stock,USA,Nevada
DVLP,GOLDEN DEVELOPING SOL,Pink Limited,0.001500,-6.250000,227905,Common Stock,USA,Texas
PFNO,PARAFIN CORP,Pink No Information,0.000400,0.000000,3575000,Common Stock,USA,Nevada
DLII,DIXIE LEE INTL INDUS INC,Pink No Information,0.000300,,0,Common Stock,Canada,Ontario
NVGT,NOVAGANT CORP,Pink No Information,0.013000,,0,Common Stock,USA,California
USBC,US BIOTEC INC,Pink No Information,0.001500,,0,Common Stock,USA,Tennessee
BLLB,BELL BUCKLE HLDGS INC,Pink No Information,0.002000,0.000000,6143377,Common Stock,USA,Florida
PHOS,PHOSPHATE HOLDINGS INC,Pink No Information,0.003400,,0,Common Stock,USA,Mississippi
LMWW,LMWW HOLDINGS INC,Pink No Information,0.009000,,0,Common Stock,USA,Florida
CFGX,CAPITAL FINCL GLOBAL INC,Pink No Information,0.000100,0.000000,16980000,Common Stock,USA,Utah
SGOO,SNOOGOO CORP,Pink No Information,0.004000,,0,Common Stock,USA,Arizona
BKSD,BLUEPRINT TECHS INC,Pink No Information,0.001300,,0,Common Stock,USA,Florida
RINO,RINO INTL CORP,Pink No Information,0.000500,,78,Common Stock,China,
QYBX,QIAN YUAN BAIXING INC,Pink No Information,0.012000,0.000000,10000,Common Stock,USA,Washington
AFTC,ALTERNATIVE FUEL TECHS,Pink No Information,0.000300,50.000000,23500,Common Stock,USA,Pennsylvania
MXSG,MEXUS GOLD US,Pink Current,0.003200,10.344800,405121,Common Stock,USA,Nevada
HGGGQ,HHGREGG INC,Pink No Information,0.003000,-25.000000,1287,Common Stock,USA,Indiana
PRMO,PROM RESOURCES INC,Pink No Information,0.000100,,0,Common Stock,USA,Florida
VSRV,VOICESERVE INC,Pink No Information,0.007900,,0,Common Stock,United Kingdom,
SEGI,SYCAMORE ENTMT GROUP INC,Pink Current,0.000400,-33.333300,92751049,Common Stock,USA,Washington
RNWF,RENEWAL FUELS INC,Pink Current,0.009000,-10.000000,11112384,Common Stock,USA,Wyoming
LGBS,LEGENDS BUSINESS GRP INC,Pink No Information,0.000300,,0,Common Stock,USA,Nevada
CMGO,CMG HOLDINGS GROUP INC,Pink Current,0.014500,0.694400,2826585,Common Stock,USA,Illinois
SFBE,SINO BIOENERGY CORP,Pink No Information,0.003800,,0,Common Stock,China,
GTNM,GOLDEN TIME NETWORK,Pink No Information,0.012500,,0,Common Stock,Hong Kong,
SMMR,SYMMETRY TECHNOLOGIES INC,Pink No Information,0.007180,,0,Common Stock,USA,Florida
CNHA,CONIHASSET CAP PRTNRS INC,Pink No Information,0.015000,,0,Common Stock,USA,Massachusetts
NTCI,NUTECH INC,Pink No Information,0.007000,,0,Common Stock,USA,Texas
MSTO,MASTERBEAT CORP,Pink Current,0.003700,-2.631600,44185026,Common Stock,USA,Florida
NXSI,NEXIS INTL INDUS INC,Pink No Information,0.001700,,0,Common Stock,USA,Washington
BRAV,BRAVADA INTL LTD,Pink No Information,0.004000,2.564100,275000,Common Stock,USA,California
DANR,DANA RESOURCES,Pink No Information,0.000500,,0,Common Stock,Peru,
NTII,NEUROBIOLOGICAL TECHS INC,Pink No Information,0.004000,0.000000,481,Common Stock,USA,California
CDBT,CHINA DASHENG BIOTECH CO,Pink No Information,0.014000,,0,Common Stock,China,
GOSY,GECKOSYSTEMS INTL CORP,Pink No Information,0.001900,-9.523800,238602,Common Stock,USA,Georgia
CGHC,CAPITAL GROUP HLDGS INC,Pink No Information,0.003175,-17.532500,1000,Common Stock,USA,Arizona
MCIC,MULTICORP INTL INC,Pink No Information,0.001600,,0,Common Stock,USA,California
MEDD,MEDICAL IMAGING CORP,Pink No Information,0.006000,,20,Common Stock,USA,Nevada
VIPK,VIP*COMLINK INC,Pink No Information,0.005500,,0,Common Stock,USA,Utah
ENMI,ENERGY MANAGEMENT INTL,Pink No Information,0.001400,,0,Common Stock,USA,Texas
PECD,PET ECOLOGY BRANDS INC,Pink No Information,0.005500,,0,Common Stock,USA,Texas
SIPC,SIPP INDUSTRIES INC NEW,Pink No Information,0.004000,0.000000,464781,Common Stock,USA,California
TGMR,TROY GOLD & MINERAL CORP,Pink No Information,0.003500,,0,Common Stock,USA,California
BWBA,BROADWEBASIA INC,Pink No Information,0.002600,,0,Common Stock,United Kingdom,
SRNW,STRATOS RENEWABLE CORP,Pink No Information,0.002500,,0,Common Stock,USA,California
CNER,CHINA NEW ENERGY GRP CO,Pink No Information,0.007000,40.000000,40000,Common Stock,China,
XCRP,XCORPOREAL INC,Pink No Information,0.010000,,0,Common Stock,USA,California
CHBU,CHINA AGRI-BUSINESS INC,Pink No Information,0.004400,,0,Common Stock,USA,New York
TGGI,TRANS GLOBAL GROUP INC,Pink No Information,0.000200,100.000000,13139250,Common Stock,USA,Florida
NCEN,NACEL ENERGY CORP,Pink No Information,0.004300,26.470600,390449,Common Stock,USA,Florida
JNSH,JNS HOLDINGS CORP,Pink Current,0.005050,-4.717000,118050,Common Stock,USA,Illinois
PTCP,PETROCORP INC,Pink No Information,0.010000,,0,Common Stock,USA,New York
ARYX,ARYX THERAPEUTICS INC,Pink No Information,0.003600,,0,Common Stock,USA,California
AREXQ,APPROACH RESOURCES INC,Pink No Information,0.017300,0.000000,1300,Common Stock,USA,Texas
BMCS,BIOTECH MEDICS INC,Pink No Information,0.008500,6.250000,18000,Common Stock,USA,California
NRPI,NRP STONE INC,Pink Limited,0.006500,,0,Common Stock,USA,Utah
MBCI,MABCURE INC,Pink No Information,0.001600,-20.000000,311200,Common Stock,Antigua,
KVIL,KIDVILLE INC,Pink No Information,0.013000,,0,Common Stock,USA,New York
TMSH,TRANSGLOBAL ASSETS INC,Pink No Information,0.010000,-32.885900,48000,Common Stock,USA,Wyoming
PNRC,PREMIER ENERGY CORP FL,Pink No Information,0.001700,,0,Common Stock,USA,New York
SPDE,SPEEDUS CORP,Pink No Information,0.020000,,0,Common Stock,USA,New Jersey
AMGY,AMERICAN METAL&TECH INC,Pink No Information,0.007000,,0,Common Stock,China,
ZNXT,ZNEXT MINING CORP,Pink No Information,0.000800,0.000000,180,Common Stock,Philippines,
ENHD,ENERGROUP HOLDINGS CORP,Pink No Information,0.011000,-31.250000,10000,Common Stock,China,
CGDI,CHINA GROWTH DEV INC,Pink No Information,0.004200,,0,Common Stock,USA,California
GBHL,GLOBAL ENTMT HOLDINGS INC,Pink Current,0.000700,0.000000,11413788,Common Stock,USA,Nevada
RGLG,UHF LOGISTICS GROUP INC,Pink No Information,0.007000,,0,Common Stock,USA,Nevada
PERL,PERLA GROUP INTL INC,Pink No Information,0.001600,,0,Common Stock,USA,Florida
WBRE,WILD BRUSH ENERGY INC,Pink No Information,0.005400,-2.702700,10000,Common Stock,USA,Washington
LFLS,LOANS4LESS.COM INC,Pink Limited,0.020000,,0,Common Stock,USA,California
FSNJ,FIRST STATE BANK (NJ),Pink No Information,0.000800,,0,Common Stock,USA,New Jersey
STSN,STEMSATION INTL INC,Pink Current,0.020000,-13.043500,36000,Common Stock,USA,Florida
PPRW,PREMIER PWR RENEWABLE ENG,Pink No Information,0.002500,,0,Common Stock,USA,California
DVAR,DOVARRI INC,Pink No Information,0.001500,,0,Common Stock,USA,Texas
BEHL,BIOCENTRIC ENGY HLDGS INC,Pink No Information,0.000100,,0,Common Stock,USA,Arizona
CEXE,CIRCLE ENTERTAINMENT INC,Pink No Information,0.002000,,0,Common Stock,USA,New York
ARBU,AMERICAN BUSINESS CRP,Pink No Information,0.010000,,0,Common Stock,USA,Kentucky
OOAG,OMDA OIL & GAS INC,Pink No Information,0.001300,,0,Common Stock,USA,Delaware
HKWO,HONG KONG WINALITE GRP,Pink No Information,0.010000,,0,Common Stock,USA,New York
SMEV,SIMULATED ENVIR CNCPTS,Pink No Information,0.000400,,0,Common Stock,USA,Florida
MYFT,MY FREIGHTWORLD TECH INC,Pink No Information,0.001400,,0,Common Stock,USA,Kansas
NWTT,NW TECH CAPITAL INC,Pink No Information,0.000100,,0,Common Stock,USA,Nevada
WSGF,WORLD SERIES OF GOLF INC,Pink No Information,0.007400,27.586200,17193599,Common Stock,USA,Nevada
AWGI,AMBIENT WATER CORP,Pink No Information,0.000100,0.000000,90000,Common Stock,USA,Washington
ALYI,ALTERNET SYSTEMS INC,Pink Current,0.010400,6.122400,27015341,Common Stock,USA,Texas
NXTH,NXT NUTRITIONALS HLDG INC,Pink No Information,0.002800,,0,Common Stock,USA,Massachusetts
PDOS,PLATINUM STUDIOS INC,Pink No Information,0.000250,,0,Common Stock,USA,California
ARTR,AIRTRONA INTL INC,Pink No Information,0.000200,0.000000,90000,Common Stock,Canada,Ontario
UBQU,UBIQUITECH SOFTWARE CORP,Pink No Information,0.000100,-50.000000,190642271,Common Stock,USA,Colorado
EVRM,EVERMEDIA GROUP INC,Pink No Information,0.000500,-16.666700,17383687,Common Stock,USA,Massachusetts
KSQR,KENDALL SQUARE RESH CORP,Pink No Information,0.001900,,0,Common Stock,USA,Utah
GYGC,GUYANA GOLD CORP,Pink No Information,0.016900,-19.523800,434900,Common Stock,USA,Nevada
QTMM,QUANTUM MATERIALS CORP,Pink No Information,0.020000,0.000000,340865,Common Stock,USA,Texas
SGMD,SUGARMADE INC,Pink Current,0.001600,3.225800,7460217,Common Stock,USA,California
LVCA,LAKE VICTORIA MNG CO INC,Pink No Information,0.020000,-0.497500,62040,Common Stock,USA,California
VCYE,VELOCITY ENERGY INC,Pink No Information,0.008700,,0,Common Stock,USA,Texas
TMXN,TRIMAX CORP,Pink No Information,0.001500,0.000000,374698,Common Stock,USA,California
JMON,JAMES MONROE CAP CORP,Pink No Information,0.000100,,0,Common Stock,USA,Utah
OSKA,OSYKA CORP,Pink No Information,0.008400,,0,Common Stock,USA,Texas
PCYS,PRIMECARE SYSTEMS INC,Pink No Information,0.001100,,0,Common Stock,USA,Virginia
QSPW,QUANTUM SOLAR POWER CORP,Pink No Information,0.004700,0.000000,25300,Common Stock,Canada,British Columbia
POTG,PORTAGE RESOURCES INC,Pink No Information,0.000500,0.000000,27000,Common Stock,USA,Nevada
EMHI,EAST MORGAN HLDGS INC,Pink No Information,0.008700,,0,Common Stock,USA,Florida
GYSN,GREYSON INTERNATIONAL INC,Pink No Information,0.003200,,0,Common Stock,USA,Florida
MDGC,MEDIAG3 INC,Pink No Information,0.000200,,0,Common Stock,USA,Idaho
GPDB,GREEN POLKADOT BOX INC,Pink No Information,0.011000,-75.225200,1000,Common Stock,USA,Utah
OGNT,ORGANA TECHS GRP INC,Pink No Information,0.010000,,0,Common Stock,USA,Florida
GACR,GREEN AUTOMOTIVE CO,Pink No Information,0.001640,-8.888900,35625,Common Stock,USA,California
TSOI,THERAPEUTIC SLTNS INTL,Pink Current,0.008100,14.084500,8667004,Common Stock,USA,California
MRIB,MARANI BRANDS INC,Pink No Information,0.000100,,0,Common Stock,USA,Nevada
TPII,TRIAD PRO INNOVATORS INC,Pink Current,0.012500,0.000000,1500,Common Stock,USA,California
DPBE,DEEP BLUE MARINE INC,Pink No Information,0.000300,,0,Common Stock,USA,Utah
GOIG,GOIP GLOBAL INC,Pink Current,0.001000,42.857100,571969050,Common Stock,USA,Florida
PRCF,PROTEIN REACTOR COMBINED,Pink No Information,0.000300,0.000000,476,Common Stock,USA,Florida
SKPN,SKYSHOP LOGISTICS INC,Pink No Information,0.002600,,0,Common Stock,USA,Florida
GMND,GREEN MTN DEV CORP,Pink No Information,0.001500,,0,Common Stock,USA,California
CGYV,CHINA ENERGY RECOVERY,Pink No Information,0.006000,,0,Common Stock,China,
SWRL,U-SWIRL INC,Pink No Information,0.010800,-10.000000,30000,Common Stock,USA,Colorado
CATV,4CABLE TV INTL INC,Pink No Information,0.000100,-33.333300,1000000,Common Stock,USA,Florida
FRMA,FIRMA HOLDINGS CORP,Pink No Information,0.008000,110.526300,387000,Common Stock,USA,Nevada
CUBV,CUBA BEVERAGE CO,Pink No Information,0.000600,-14.285700,83000,Common Stock,USA,Nevada
GSPH,GEOSPATIAL CORPORATION,Pink No Information,0.004100,,0,Common Stock,USA,Virginia
QUTR,QUTURE INTERNATIONAL INC,Pink Current,0.014400,3.597100,5834922,Common Stock,USA,New York
VOQP,VIOQUEST PHARMS INC,Pink No Information,0.010000,,0,Common Stock,USA,Minnesota
TLPC,TELPAC INDUSTRIES INC,Pink No Information,0.006000,,0,Common Stock,USA,California
KHZM,MADISON AVE MEDIA INC,Pink No Information,0.000500,,0,Common Stock,USA,Florida
VGTL,VGTEL INC,Pink No Information,0.000600,20.000000,22262,Common Stock,USA,Texas
VCII,VIVICELLS INTL INC,Pink No Information,0.005100,,0,Common Stock,USA,Florida
DKTS,TOP SHELF BRANDS HOLDINGS,Pink No Information,0.000100,-20.000000,2697818,Common Stock,USA,Texas
HLLK,HALLMARK VENTURE GRP INC,Pink Current,0.010000,,0,Common Stock,USA,Florida
BSTO,BLUE STAR OPPTYS CORP,Pink No Information,0.016900,,0,Common Stock,USA,Nevada
GCHK,GREENCHEK TECHNOLOGY INC,Pink No Information,0.002000,5.263200,412720,Common Stock,USA,California
MJWL,MAJIC WHEELS CORP,Pink No Information,0.001100,10.000000,10000,Common Stock,USA,Florida
GLTC,GELTECH SOLUTIONS INC,Pink No Information,0.015000,28.205100,12199,Common Stock,USA,Florida
AVVH,AVVAA WRLD H/C PRODS INC,Pink No Information,0.000300,,0,Common Stock,USA,Virginia
RBDC,RBID.COM INC,Pink No Information,0.000100,,0,Common Stock,USA,California
BCLE,BIO-CLEAN INTL INC,Pink No Information,0.000100,,0,Common Stock,USA,California
PAPA,WO GROUP INC,Pink No Information,0.002500,,0,Common Stock,USA,Arizona
SHOM,STHN HOME MED INC,Pink No Information,0.000600,0.000000,7294111,Common Stock,USA,New York
EXRG,ECOLOGIX RESOURCE GRP,Pink No Information,0.000200,100.000000,50000,Common Stock,USA,California
OMMH,OMNIMMUNE HOLDINGS INC,Pink No Information,0.009900,,0,Common Stock,USA,Texas
IDGC,IDGLOBAL CORP,Pink No Information,0.000100,0.000000,300000,Common Stock,USA,California
BLXX,BLOX INC,OTCQB,0.005300,3.921600,1220084,Common Stock,USA,New York
GTHR,GENETHERA INC,Pink Current,0.011750,,0,Common Stock,USA,Colorado
FPMI,FLUOROPHARMA MEDICAL INC,Pink No Information,0.002300,,0,Common Stock,USA,New Jersey
TSPG,TGI SOLAR POWER GROUP INC,Pink Limited,0.001900,-5.000000,1110000,Common Stock,USA,New Jersey
